,portfolio_n,asset,price_bop,price_eop,proportion,returns
841,17,SNXBTC,0.00016000,0.00015900,0.005735223858176082,
842,17,MDTBTC,0.00000070,0.00000069,0.009906357378445647,
843,17,LINKBTC,0.00043890,0.00043800,0.006853024544929733,
844,17,MDABTC,0.00001260,0.00001258,0.00688413372821007,
845,17,EZBTC,0.00008295,0.00008340,0.013785261599490858,
846,17,BCDBTC,0.00003835,0.00003825,0.06440346486853883,
847,17,TRUBTC,0.00000806,0.00000798,0.07038177946525782,
848,17,BANDBTC,0.00013370,0.00013390,0.00785317482403732,
849,17,POABTC,0.00000063,0.00000062,0.00024977430560918615,
850,18,ALPACABTC,0.00001548,0.00001531,0.08598956378784552,
851,18,MDXBTC,0.00002131,0.00002139,0.011488559528466401,
852,18,CAKEBTC,0.00032330,0.00032340,0.06939647205015023,
853,18,REEFBTC,0.00000044,0.00000043,0.0583025556884228,
854,18,GOBTC,0.00000054,0.00000053,0.014252462188722,
855,18,NASBTC,0.00000670,0.00000660,0.06907199333121927,
856,18,QLCBTC,0.00000056,0.00000055,0.00969113924987263,
857,18,XVGBTC,0.00000041,0.00000040,0.09407604086595615,
858,18,FUNBTC,0.00000034,0.00000033,0.03963840559882263,
859,18,QTUMBTC,0.00020690,0.00020730,0.006252396643121078,
860,18,C98BTC,0.00005757,0.00005802,0.012579875211506376,
861,18,LINABTC,0.00000086,0.00000084,0.03849440563485566,
862,18,STMXBTC,0.00000051,0.00000051,0.01697053265914705,
863,18,TCTBTC,0.00000052,0.00000051,0.10594911370965557,
864,18,PHBBTC,0.00000016,0.00000015,0.12576929539773027,
865,18,QKCBTC,0.00000051,0.00000050,0.16675306339691798,
866,18,CNDBTC,0.00000027,0.00000026,0.010161424574993881,
867,18,VIBBTC,0.00000092,0.00000091,0.13440016501154012,
868,18,MTHBTC,0.00000061,0.00000061,0.004107672064937675,
869,18,BAKEBTC,0.00003408,0.00003420,0.006903214451160382,
870,18,CKBBTC,0.00000027,0.00000026,0.06517404234065102,
871,18,CELOBTC,0.00009586,0.00009500,0.07431691465049077,
872,18,VIDTBTC,0.00001662,0.00001644,0.08684115926712803,
873,18,AVAXBTC,0.00091530,0.00091290,0.025551618035597363,
874,18,LUNABTC,0.00060270,0.00060270,0.005608724439973021,
875,18,SANDBTC,0.00001208,0.00001218,0.027682910705652167,
876,18,SRMBTC,0.00012200,0.00012150,0.0034793302158180554,
877,18,DGBBTC,0.00000082,0.00000081,0.06562310439439331,
878,18,COSBTC,0.00000037,0.00000035,0.0018674030431166018,
879,18,PIVXBTC,0.00001208,0.00001201,0.01541326966817533,
880,18,MANABTC,0.00001241,0.00001249,0.020601863847680937,
881,18,AMBBTC,0.00000058,0.00000060,0.002091126977712031,
882,18,TRXBTC,0.00000161,0.00000161,0.06546436770923576,
883,18,IOTABTC,0.00002110,0.00002109,0.002182430244394029,
884,18,AKROBTC,0.00000051,0.00000049,0.03419107770284408,
885,18,IDEXBTC,0.00000504,0.00000498,0.10439326043263643,
886,18,FTTBTC,0.00092880,0.00092660,0.0030223684317577906,
887,18,XTZBTC,0.00011172,0.00011210,0.04010759708080245,
888,18,ATOMBTC,0.00053940,0.00054190,0.009064454509675399,
889,18,FETBTC,0.00001232,0.00001234,0.049277528427528576,
890,18,SCBTC,0.00000031,0.00000030,0.0053723344454875465,
891,18,BTSBTC,0.00000080,0.00000080,0.0338127055815096,
892,18,WAVESBTC,0.00049250,0.00049130,0.15338244960959393,
893,18,RADBTC,0.00020990,0.00021120,0.0031407670177068373,
894,18,AVABTC,0.00004817,0.00004794,0.023894453991573607,
895,18,TKOBTC,0.00003211,0.00003223,0.065996507479882,
896,18,DOTBTC,0.00070710,0.00071180,0.0950786923025126,
897,18,QSPBTC,0.00000098,0.00000097,0.028759785276267373,
898,18,RAREBTC,0.00003056,0.00003108,0.004320439542273817,
899,18,MITHBTC,0.00000080,0.00000079,0.032053539390400204,
900,18,RSRBTC,0.00000057,0.00000057,0.00014531490077856712,
901,18,YOYOBTC,0.00000039,0.00000038,0.049800965425331994,
902,18,YGGBTC,0.00010990,0.00010890,0.10166859084179596,
903,18,MBOXBTC,0.00007297,0.00007239,0.03845825590023053,
904,18,CLVBTC,0.00002029,0.00002023,0.027550407115337117,
905,18,SUPERBTC,0.00001144,0.00001143,0.10794608224954665,
906,18,UNIBTC,0.00042030,0.00042280,0.02204976259493056,
907,18,BELBTC,0.00004276,0.00004258,0.06409665939989642,
908,18,JSTBTC,0.00000124,0.00000123,0.033809965496785235,
909,18,SNXBTC,0.00015920,0.00016000,0.005735223858176082,
910,18,MDTBTC,0.00000070,0.00000069,0.009906357378445647,
911,18,LINKBTC,0.00043940,0.00044300,0.006853024544929733,
912,18,MDABTC,0.00001259,0.00001253,0.00688413372821007,
913,18,EZBTC,0.00008353,0.00008326,0.013785261599490858,
914,18,BCDBTC,0.00003849,0.00003800,0.06440346486853883,
915,18,TRUBTC,0.00000799,0.00000796,0.07038177946525782,
916,18,BANDBTC,0.00013500,0.00013450,0.00785317482403732,
917,18,POABTC,0.00000063,0.00000062,0.00024977430560918615,
918,18,COTIBTC,0.00000814,0.00000812,0.06107112073468345,
919,19,ALPACABTC,0.00001534,0.00001529,0.08598956378784552,
920,19,MDXBTC,0.00002145,0.00002137,0.005061237548849063,
921,19,CAKEBTC,0.00032390,0.00032250,0.017488741563225742,
922,19,REEFBTC,0.00000044,0.00000044,0.0583025556884228,
923,19,GOBTC,0.00000054,0.00000052,0.014252462188722,
924,19,NASBTC,0.00000670,0.00000660,0.06907199333121927,
925,19,QLCBTC,0.00000055,0.00000054,0.00969113924987263,
926,19,XVGBTC,0.00000041,0.00000040,0.030475783636343234,
927,19,FUNBTC,0.00000034,0.00000033,0.040960581753290204,
928,19,QTUMBTC,0.00020700,0.00020780,0.013905173042547635,
929,19,C98BTC,0.00005803,0.00005821,0.012579875211506376,
930,19,LINABTC,0.00000086,0.00000084,0.03849440563485566,
931,19,STMXBTC,0.00000051,0.00000050,0.01697053265914705,
932,19,TCTBTC,0.00000052,0.00000051,0.006551487618876147,
933,19,PHBBTC,0.00000016,0.00000015,0.12576929539773027,
934,19,QKCBTC,0.00000051,0.00000049,0.05277066431430981,
935,19,CNDBTC,0.00000027,0.00000026,0.031068281839598477,
936,19,VIBBTC,0.00000091,0.00000090,0.06217976001755697,
937,19,MTHBTC,0.00000062,0.00000061,0.0033267283109934317,
938,19,BAKEBTC,0.00003436,0.00003487,0.04253041924382716,
939,19,CKBBTC,0.00000027,0.00000026,0.01858128133168863,
940,19,CELOBTC,0.00009505,0.00009545,0.003015121677976958,
941,19,VIDTBTC,0.00001639,0.00001661,0.08684115926712803,
942,19,AVAXBTC,0.00091360,0.00091310,0.025551618035597363,
943,19,LUNABTC,0.00060470,0.00060440,0.019208885161701522,
944,19,SANDBTC,0.00001216,0.00001212,0.061300876273229624,
945,19,SRMBTC,0.00012210,0.00012080,0.0025338821615966565,
946,19,DGBBTC,0.00000082,0.00000081,0.020254699307535554,
947,19,COSBTC,0.00000036,0.00000035,0.054175667414377904,
948,19,PIVXBTC,0.00001210,0.00001202,0.010893135865008051,
949,19,MANABTC,0.00001248,0.00001240,0.020601863847680937,
950,19,AMBBTC,0.00000061,0.00000060,0.054430949084136156,
951,19,TRXBTC,0.00000162,0.00000161,0.06546436770923576,
952,19,IOTABTC,0.00002108,0.00002104,0.002182430244394029,
953,19,AKROBTC,0.00000050,0.00000050,0.054375211329568796,
954,19,IDEXBTC,0.00000501,0.00000500,0.10439326043263643,
955,19,FTTBTC,0.00092690,0.00092210,0.005668371293952683,
956,19,XTZBTC,0.00011255,0.00011307,0.034184135516514766,
957,19,ATOMBTC,0.00054660,0.00054360,0.0003649582263842314,
958,19,FETBTC,0.00001252,0.00001226,0.049277528427528576,
959,19,SCBTC,0.00000031,0.00000030,0.006606364922657773,
960,19,BTSBTC,0.00000081,0.00000081,0.03345490592584074,
961,19,WAVESBTC,0.00049240,0.00048900,0.056866866454351,
962,19,RADBTC,0.00020940,0.00020580,0.0031407670177068373,
963,19,AVABTC,0.00004786,0.00004754,0.01366236762444789,
964,19,TKOBTC,0.00003241,0.00003241,0.065996507479882,
965,19,DOTBTC,0.00071950,0.00071390,0.0950786923025126,
966,19,QSPBTC,0.00000098,0.00000097,0.028759785276267373,
967,19,RAREBTC,0.00003125,0.00003058,0.004320439542273817,
968,19,MITHBTC,0.00000080,0.00000079,0.005971139444527317,
969,19,RSRBTC,0.00000058,0.00000057,0.00014531490077856712,
970,19,YOYOBTC,0.00000039,0.00000038,0.0456721503036103,
971,19,YGGBTC,0.00010910,0.00010900,0.017369309881767585,
972,19,MBOXBTC,0.00007294,0.00007256,0.004102044881608999,
973,19,CLVBTC,0.00002017,0.00002011,0.027550407115337117,
974,19,SUPERBTC,0.00001146,0.00001156,0.10794608224954665,
975,19,UNIBTC,0.00042180,0.00042200,0.05316529539600909,
976,19,BELBTC,0.00004267,0.00004258,0.06409665939989642,
977,19,JSTBTC,0.00000125,0.00000123,0.019805452475794596,
978,19,SNXBTC,0.00016080,0.00016000,0.005735223858176082,
979,19,MDTBTC,0.00000070,0.00000068,0.040215660193697295,
980,19,LINKBTC,0.00044260,0.00044210,0.006853024544929733,
981,19,MDABTC,0.00001253,0.00001252,0.00688413372821007,
982,19,EZBTC,0.00008329,0.00008410,0.013785261599490858,
983,19,BCDBTC,0.00003806,0.00003792,0.06440346486853883,
984,19,TRUBTC,0.00000784,0.00000779,0.018463848626987397,
985,19,BANDBTC,0.00013460,0.00013370,0.00785317482403732,
986,19,POABTC,0.00000062,0.00000063,0.00024977430560918615,
987,19,COTIBTC,0.00000815,0.00000815,0.06107112073468345,
988,19,MINABTC,0.00006961,0.00006958,0.014357146702276816,
989,19,RENBTC,0.00001703,0.00001702,0.006424865923529176,
990,19,POLYBTC,0.00001172,0.00001164,0.018556547709804652,
991,20,ALPACABTC,0.00001533,0.00001530,0.08598956378784552,
992,20,MDXBTC,0.00002138,0.00002133,0.005061237548849063,
993,20,CAKEBTC,0.00032170,0.00032480,0.011438013044680905,
994,20,REEFBTC,0.00000045,0.00000043,0.0583025556884228,
995,20,GOBTC,0.00000054,0.00000053,0.014252462188722,
996,20,NASBTC,0.00000670,0.00000660,0.06907199333121927,
997,20,QLCBTC,0.00000056,0.00000054,0.00969113924987263,
998,20,XVGBTC,0.00000041,0.00000040,0.07347577076361024,
999,20,FUNBTC,0.00000034,0.00000033,0.06888462414274103,
1000,20,QTUMBTC,0.00020780,0.00020900,0.013905173042547635,
1001,20,C98BTC,0.00005835,0.00005867,0.012579875211506376,
1002,20,LINABTC,0.00000085,0.00000086,0.03849440563485566,
1003,20,STMXBTC,0.00000051,0.00000051,0.01697053265914705,
1004,20,TCTBTC,0.00000052,0.00000051,0.006551487618876147,
1005,20,PHBBTC,0.00000016,0.00000015,0.12576929539773027,
1006,20,QKCBTC,0.00000050,0.00000049,0.12418076423367057,
1007,20,CNDBTC,0.00000027,0.00000026,0.005021198902380103,
1008,20,VIBBTC,0.00000091,0.00000090,0.06217976001755697,
1009,20,MTHBTC,0.00000062,0.00000061,0.03255226216705965,
1010,20,BAKEBTC,0.00003467,0.00003495,0.04253041924382716,
1011,20,CKBBTC,0.00000027,0.00000026,0.11830276152538276,
1012,20,CELOBTC,0.00009536,0.00009647,0.003015121677976958,
1013,20,VIDTBTC,0.00001671,0.00001663,0.08684115926712803,
1014,20,AVAXBTC,0.00091020,0.00091840,0.007026453644208209,
1015,20,LUNABTC,0.00060060,0.00060620,0.0032428245124592613,
1016,20,SANDBTC,0.00001207,0.00001217,0.061300876273229624,
1017,20,SRMBTC,0.00012050,0.00012160,0.0025338821615966565,
1018,20,DGBBTC,0.00000083,0.00000082,0.020254699307535554,
1019,20,COSBTC,0.00000036,0.00000035,0.057443089779473704,
1020,20,PIVXBTC,0.00001204,0.00001206,0.010893135865008051,
1021,20,MANABTC,0.00001241,0.00001245,0.020601863847680937,
1022,20,AMBBTC,0.00000060,0.00000059,0.054430949084136156,
1023,20,TRXBTC,0.00000162,0.00000161,0.06546436770923576,
1024,20,IOTABTC,0.00002102,0.00002114,0.002182430244394029,
1025,20,AKROBTC,0.00000051,0.00000051,0.054375211329568796,
1026,20,IDEXBTC,0.00000502,0.00000505,0.10439326043263643,
1027,20,FTTBTC,0.00092300,0.00092320,0.005668371293952683,
1028,20,XTZBTC,0.00011260,0.00011312,0.022758645468993793,
1029,20,ATOMBTC,0.00054370,0.00054650,0.028210620823628733,
1030,20,FETBTC,0.00001230,0.00001234,0.049277528427528576,
1031,20,SCBTC,0.00000031,0.00000030,0.06584255367460635,
1032,20,BTSBTC,0.00000082,0.00000081,0.02208591177120415,
1033,20,WAVESBTC,0.00048890,0.00049240,0.056866866454351,
1034,20,RADBTC,0.00020510,0.00020470,0.014222630302815268,
1035,20,AVABTC,0.00004746,0.00004775,0.07765937142692896,
1036,20,TKOBTC,0.00003231,0.00003245,0.11941019463784454,
1037,20,DOTBTC,0.00071490,0.00071930,0.0950786923025126,
1038,20,QSPBTC,0.00000098,0.00000097,0.028759785276267373,
1039,20,RAREBTC,0.00003110,0.00003059,0.004320439542273817,
1040,20,MITHBTC,0.00000080,0.00000080,0.02094242854519378,
1041,20,RSRBTC,0.00000058,0.00000057,0.00014531490077856712,
1042,20,YOYOBTC,0.00000039,0.00000038,0.11998264491198367,
1043,20,YGGBTC,0.00010840,0.00010850,0.017369309881767585,
1044,20,MBOXBTC,0.00007227,0.00007284,0.0073172357211342565,
1045,20,CLVBTC,0.00002041,0.00002184,0.027550407115337117,
1046,20,SUPERBTC,0.00001152,0.00001155,0.10794608224954665,
1047,20,UNIBTC,0.00042050,0.00042320,0.05316529539600909,
1048,20,BELBTC,0.00004253,0.00004245,0.06409665939989642,
1049,20,JSTBTC,0.00000124,0.00000124,0.019805452475794596,
1050,20,SNXBTC,0.00016010,0.00016090,0.005735223858176082,
1051,20,MDTBTC,0.00000070,0.00000069,0.040215660193697295,
1052,20,LINKBTC,0.00044100,0.00044550,0.006853024544929733,
1053,20,MDABTC,0.00001255,0.00001253,0.00688413372821007,
1054,20,EZBTC,0.00008433,0.00008410,0.013785261599490858,
1055,20,BCDBTC,0.00003805,0.00003805,0.06440346486853883,
1056,20,TRUBTC,0.00000774,0.00000784,0.018463848626987397,
1057,20,BANDBTC,0.00013350,0.00013520,0.00785317482403732,
1058,20,POABTC,0.00000064,0.00000063,0.00024977430560918615,
1059,20,COTIBTC,0.00000815,0.00000821,0.06107112073468345,
1060,20,MINABTC,0.00006948,0.00006946,0.014357146702276816,
1061,20,RENBTC,0.00001699,0.00001711,0.006424865923529176,
1062,20,POLYBTC,0.00001164,0.00001181,0.018556547709804652,
1063,21,ALPACABTC,0.00001531,0.00001529,0.05553226888557875,
1064,21,MDXBTC,0.00002132,0.00002126,0.009018976414265783,
1065,21,CAKEBTC,0.00032470,0.00032490,0.011438013044680905,
1066,21,REEFBTC,0.00000044,0.00000042,0.0583025556884228,
1067,21,GOBTC,0.00000054,0.00000053,0.0012824380179892556,
1068,21,NASBTC,0.00000670,0.00000670,0.06351743896553266,
1069,21,QLCBTC,0.00000055,0.00000055,0.00969113924987263,
1070,21,XVGBTC,0.00000041,0.00000040,0.06808273896921518,
1071,21,FUNBTC,0.00000034,0.00000033,0.010548223048720712,
1072,21,QTUMBTC,0.00020950,0.00020630,0.013905173042547635,
1073,21,C98BTC,0.00005859,0.00005831,0.012579875211506376,
1074,21,LINABTC,0.00000087,0.00000086,0.03849440563485566,
1075,21,STMXBTC,0.00000052,0.00000050,0.02324782942513891,
1076,21,TCTBTC,0.00000052,0.00000052,0.05080791834083569,
1077,21,PHBBTC,0.00000016,0.00000015,0.12576929539773027,
1078,21,QKCBTC,0.00000050,0.00000049,0.08058533905466984,
1079,21,CNDBTC,0.00000027,0.00000026,0.061328135972746195,
1080,21,VIBBTC,0.00000091,0.00000093,0.06217976001755697,
1081,21,MTHBTC,0.00000062,0.00000062,0.00010237008879707567,
1082,21,BAKEBTC,0.00003488,0.00003464,0.04253041924382716,
1083,21,CKBBTC,0.00000027,0.00000026,0.07705729468779259,
1084,21,CELOBTC,0.00009652,0.00009626,0.031523429244793275,
1085,21,VIDTBTC,0.00001666,0.00001657,0.08684115926712803,
1086,21,AVAXBTC,0.00092330,0.00091870,0.04108492641285661,
1087,21,LUNABTC,0.00060600,0.00060370,0.0032428245124592613,
1088,21,SANDBTC,0.00001215,0.00001205,0.061300876273229624,
1089,21,SRMBTC,0.00012170,0.00012080,0.0025338821615966565,
1090,21,DGBBTC,0.00000083,0.00000082,0.020254699307535554,
1091,21,COSBTC,0.00000036,0.00000035,0.03319538801881349,
1092,21,PIVXBTC,0.00001207,0.00001206,0.010893135865008051,
1093,21,MANABTC,0.00001247,0.00001243,0.020601863847680937,
1094,21,AMBBTC,0.00000060,0.00000059,0.054430949084136156,
1095,21,TRXBTC,0.00000162,0.00000160,0.06546436770923576,
1096,21,IOTABTC,0.00002120,0.00002104,0.002182430244394029,
1097,21,AKROBTC,0.00000052,0.00000051,0.054375211329568796,
1098,21,IDEXBTC,0.00000505,0.00000501,0.10439326043263643,
1099,21,FTTBTC,0.00092450,0.00092070,0.005668371293952683,
1100,21,XTZBTC,0.00011340,0.00011250,0.022758645468993793,
1101,21,ATOMBTC,0.00054830,0.00054130,0.02816081944963449,
1102,21,FETBTC,0.00001231,0.00001229,0.049277528427528576,
1103,21,SCBTC,0.00000031,0.00000030,0.06584255367460635,
1104,21,BTSBTC,0.00000081,0.00000080,0.02208591177120415,
1105,21,WAVESBTC,0.00049220,0.00048810,0.056866866454351,
1106,21,RADBTC,0.00020620,0.00020460,0.0020708311423611996,
1107,21,AVABTC,0.00004779,0.00004762,0.07765937142692896,
1108,21,TKOBTC,0.00003227,0.00003233,0.11941019463784454,
1109,21,DOTBTC,0.00071850,0.00070820,0.0950786923025126,
1110,21,QSPBTC,0.00000098,0.00000097,0.028759785276267373,
1111,21,RAREBTC,0.00003076,0.00003068,0.0006152555713437542,
1112,21,MITHBTC,0.00000081,0.00000080,0.02094242854519378,
1113,21,RSRBTC,0.00000058,0.00000056,0.00014531490077856712,
1114,21,YOYOBTC,0.00000039,0.00000038,0.07547533179502681,
1115,21,YGGBTC,0.00010800,0.00010770,0.06451503238288234,
1116,21,MBOXBTC,0.00007303,0.00007321,0.08353317380870376,
1117,21,CLVBTC,0.00002178,0.00002202,0.027550407115337117,
1118,21,SUPERBTC,0.00001158,0.00001148,0.10794608224954665,
1119,21,UNIBTC,0.00042330,0.00042230,0.05316529539600909,
1120,21,BELBTC,0.00004238,0.00004200,0.06409665939989642,
1121,21,JSTBTC,0.00000125,0.00000123,0.019805452475794596,
1122,21,SNXBTC,0.00016100,0.00016000,0.005735223858176082,
1123,21,MDTBTC,0.00000070,0.00000069,0.040215660193697295,
1124,21,LINKBTC,0.00044490,0.00044170,0.006853024544929733,
1125,21,MDABTC,0.00001253,0.00001251,0.00688413372821007,
1126,21,EZBTC,0.00008412,0.00008410,0.07776100835916172,
1127,21,BCDBTC,0.00003817,0.00003790,0.06440346486853883,
1128,21,TRUBTC,0.00000788,0.00000853,0.018463848626987397,
1129,21,BANDBTC,0.00013560,0.00013540,0.00785317482403732,
1130,21,POABTC,0.00000064,0.00000063,0.00024977430560918615,
1131,21,COTIBTC,0.00000819,0.00000819,0.06107112073468345,
1132,21,MINABTC,0.00006961,0.00006929,0.014357146702276816,
1133,21,RENBTC,0.00001713,0.00001689,0.006424865923529176,
1134,21,POLYBTC,0.00001186,0.00001170,0.018556547709804652,
1135,21,SUSHIBTC,0.00017890,0.00017780,0.04476480512084942,
1136,21,GTOBTC,0.00000069,0.00000068,0.016189026822290464,
1137,22,ALPACABTC,0.00001535,0.00001513,0.057954085145071055,
1138,22,MDXBTC,0.00002130,0.00002115,0.005986251466933828,
1139,22,CAKEBTC,0.00032400,0.00032160,0.011438013044680905,
1140,22,REEFBTC,0.00000043,0.00000043,0.0583025556884228,
1141,22,GOBTC,0.00000054,0.00000053,0.0012824380179892556,
1142,22,NASBTC,0.00000690,0.00000680,0.06351743896553266,
1143,22,QLCBTC,0.00000056,0.00000055,0.00969113924987263,
1144,22,XVGBTC,0.00000041,0.00000040,0.02869983034245258,
1145,22,FUNBTC,0.00000034,0.00000033,0.06730897305547312,
1146,22,QTUMBTC,0.00020640,0.00020580,0.009299386038119906,
1147,22,C98BTC,0.00005828,0.00005822,0.012579875211506376,
1148,22,LINABTC,0.00000088,0.00000086,0.03849440563485566,
1149,22,STMXBTC,0.00000051,0.00000050,0.01030839146778173,
1150,22,TCTBTC,0.00000053,0.00000051,0.05080791834083569,
1151,22,PHBBTC,0.00000016,0.00000015,0.12576929539773027,
1152,22,QKCBTC,0.00000050,0.00000048,0.07147938104997602,
1153,22,CNDBTC,0.00000027,0.00000026,0.047829558312123814,
1154,22,VIBBTC,0.00000095,0.00000094,0.06217976001755697,
1155,22,MTHBTC,0.00000063,0.00000061,0.02912130390528607,
1156,22,BAKEBTC,0.00003447,0.00003454,0.04253041924382716,
1157,22,CKBBTC,0.00000027,0.00000026,0.05241401008953013,
1158,22,CELOBTC,0.00009628,0.00009547,0.032547717772429284,
1159,22,VIDTBTC,0.00001658,0.00001645,0.08684115926712803,
1160,22,AVAXBTC,0.00092030,0.00092080,0.04108492641285661,
1161,22,LUNABTC,0.00060070,0.00059780,0.014779116328576503,
1162,22,SANDBTC,0.00001202,0.00001197,0.061300876273229624,
1163,22,SRMBTC,0.00012050,0.00012000,0.02081246681573973,
1164,22,DGBBTC,0.00000083,0.00000082,0.019309897960700134,
1165,22,COSBTC,0.00000036,0.00000035,0.002492864598976308,
1166,22,PIVXBTC,0.00001207,0.00001200,0.010893135865008051,
1167,22,MANABTC,0.00001240,0.00001232,0.020601863847680937,
1168,22,AMBBTC,0.00000060,0.00000059,0.054430949084136156,
1169,22,TRXBTC,0.00000161,0.00000160,0.06546436770923576,
1170,22,IOTABTC,0.00002092,0.00002073,0.002182430244394029,
1171,22,AKROBTC,0.00000052,0.00000052,0.054375211329568796,
1172,22,IDEXBTC,0.00000505,0.00000497,0.10439326043263643,
1173,22,FTTBTC,0.00092130,0.00091810,0.005668371293952683,
1174,22,XTZBTC,0.00011206,0.00011160,0.022758645468993793,
1175,22,ATOMBTC,0.00053960,0.00053640,0.02816081944963449,
1176,22,FETBTC,0.00001234,0.00001201,0.049277528427528576,
1177,22,SCBTC,0.00000031,0.00000029,0.06584255367460635,
1178,22,BTSBTC,0.00000081,0.00000085,0.07456553853804423,
1179,22,WAVESBTC,0.00048740,0.00048530,0.056866866454351,
1180,22,RADBTC,0.00020470,0.00020370,0.015579588137019911,
1181,22,AVABTC,0.00004774,0.00004751,0.07765937142692896,
1182,22,TKOBTC,0.00003236,0.00003266,0.0674524529140423,
1183,22,DOTBTC,0.00070730,0.00070790,0.0950786923025126,
1184,22,QSPBTC,0.00000098,0.00000097,0.02430731480727118,
1185,22,RAREBTC,0.00003078,0.00003067,0.0010006011029548099,
1186,22,MITHBTC,0.00000081,0.00000080,0.02094242854519378,
1187,22,RSRBTC,0.00000057,0.00000056,0.00014531490077856712,
1188,22,YOYOBTC,0.00000039,0.00000038,0.06336238645625356,
1189,22,YGGBTC,0.00010810,0.00010700,0.06451503238288234,
1190,22,MBOXBTC,0.00007356,0.00007252,0.08353317380870376,
1191,22,CLVBTC,0.00002216,0.00002202,0.027550407115337117,
1192,22,SUPERBTC,0.00001149,0.00001153,0.10794608224954665,
1193,22,UNIBTC,0.00042120,0.00042090,0.05316529539600909,
1194,22,BELBTC,0.00004207,0.00004201,0.07867547029438811,
1195,22,JSTBTC,0.00000124,0.00000123,0.02951078615132334,
1196,22,SNXBTC,0.00015960,0.00015880,0.005735223858176082,
1197,22,MDTBTC,0.00000070,0.00000069,0.040215660193697295,
1198,22,LINKBTC,0.00044040,0.00043880,0.018536588929490637,
1199,22,MDABTC,0.00001255,0.00001255,0.00688413372821007,
1200,22,EZBTC,0.00008412,0.00008502,0.07776100835916172,
1201,22,BCDBTC,0.00003794,0.00003776,0.06440346486853883,
1202,22,TRUBTC,0.00000848,0.00000857,0.018463848626987397,
1203,22,BANDBTC,0.00013590,0.00013550,0.00785317482403732,
1204,22,POABTC,0.00000064,0.00000063,0.00024977430560918615,
1205,22,COTIBTC,0.00000818,0.00000813,0.04087312356644307,
1206,22,MINABTC,0.00006916,0.00006744,0.01541500977124444,
1207,22,RENBTC,0.00001688,0.00001702,0.006424865923529176,
1208,22,POLYBTC,0.00001161,0.00001144,0.018556547709804652,
1209,22,SUSHIBTC,0.00017740,0.00017750,0.04476480512084942,
1210,22,GTOBTC,0.00000069,0.00000068,0.016189026822290464,
1211,22,CRVBTC,0.00004777,0.00004760,0.06626783277142813,
1212,22,SOLBTC,0.00258880,0.00256640,0.03411007221092596,
1213,23,ALPACABTC,0.00001517,0.00001514,0.057954085145071055,
1214,23,MDXBTC,0.00002117,0.00002103,0.005986251466933828,
1215,23,CAKEBTC,0.00032030,0.00031670,0.03354088162327418,
1216,23,REEFBTC,0.00000043,0.00000042,0.0583025556884228,
1217,23,GOBTC,0.00000054,0.00000053,0.01250514689298312,
1218,23,NASBTC,0.00000690,0.00000710,0.06351743896553266,
1219,23,QLCBTC,0.00000056,0.00000054,0.00969113924987263,
1220,23,XVGBTC,0.00000041,0.00000040,9.165731367574073e-05,
1221,23,FUNBTC,0.00000034,0.00000033,0.09272185913015969,
1222,23,QTUMBTC,0.00020580,0.00020500,0.009299386038119906,
1223,23,C98BTC,0.00005836,0.00005857,0.012579875211506376,
1224,23,LINABTC,0.00000086,0.00000087,0.03849440563485566,
1225,23,STMXBTC,0.00000051,0.00000050,0.01030839146778173,
1226,23,TCTBTC,0.00000052,0.00000051,0.0692667413629117,
1227,23,PHBBTC,0.00000016,0.00000015,0.12576929539773027,
1228,23,QKCBTC,0.00000048,0.00000048,0.08998384638277547,
1229,23,CNDBTC,0.00000027,0.00000026,0.09337193617184834,
1230,23,VIBBTC,0.00000094,0.00000093,0.06217976001755697,
1231,23,MTHBTC,0.00000062,0.00000061,7.764423522555863e-05,
1232,23,BAKEBTC,0.00003461,0.00003453,0.04253041924382716,
1233,23,CKBBTC,0.00000027,0.00000026,0.06725750682075589,
1234,23,CELOBTC,0.00009525,0.00009471,0.04535021397528422,
1235,23,VIDTBTC,0.00001652,0.00001634,0.08684115926712803,
1236,23,AVAXBTC,0.00092040,0.00091480,0.04108492641285661,
1237,23,LUNABTC,0.00059780,0.00059530,0.007719908341574991,
1238,23,SANDBTC,0.00001195,0.00001189,0.061300876273229624,
1239,23,SRMBTC,0.00012030,0.00011970,0.02081246681573973,
1240,23,DGBBTC,0.00000084,0.00000083,0.019309897960700134,
1241,23,COSBTC,0.00000037,0.00000036,0.002492864598976308,
1242,23,PIVXBTC,0.00001202,0.00001191,0.010893135865008051,
1243,23,MANABTC,0.00001230,0.00001220,0.020601863847680937,
1244,23,AMBBTC,0.00000059,0.00000058,0.054430949084136156,
1245,23,TRXBTC,0.00000160,0.00000159,0.06546436770923576,
1246,23,IOTABTC,0.00002073,0.00002071,0.03104523302208137,
1247,23,AKROBTC,0.00000054,0.00000054,0.054375211329568796,
1248,23,IDEXBTC,0.00000496,0.00000491,0.08602803679488694,
1249,23,FTTBTC,0.00091780,0.00091410,0.005668371293952683,
1250,23,XTZBTC,0.00011120,0.00011098,0.02946693444907712,
1251,23,ATOMBTC,0.00053530,0.00053230,0.02816081944963449,
1252,23,FETBTC,0.00001204,0.00001225,0.049277528427528576,
1253,23,SCBTC,0.00000030,0.00000029,0.06584255367460635,
1254,23,BTSBTC,0.00000089,0.00000085,0.06984486183096064,
1255,23,WAVESBTC,0.00048430,0.00048130,0.055333230282960805,
